timestamp,site,marca_buscada,produto,quantidade,volume,preco_pack,preco_unitario,url
2026-09-05 13:36:06,Sonda Delivery,Spaten,Cerveja munich puro malte Spaten lata 350ml,1,350ml,"3,99","3,99",https://www.sondadelivery.com.br/delivery/produto/cerveja-munich-puro-malte-spaten-lata-350ml/1000039001
2026-09-05 13:36:06,Sonda Delivery,Spaten,Cerveja munich helles Spaten lata 269ml,1,269ml,"3,79","3,79",https://www.sondadelivery.com.br/delivery/produto/cerveja-munich-helles-spaten-lata-269ml/1000043131
2026-09-05 13:36:06,Sonda Delivery,Spaten,Cerveja puro malte Spaten long neck 330ml,1,330ml,"5,99","5,99",https://www.sondadelivery.com.br/delivery/produto/cerveja-puro-malte-spaten-long-neck-330ml/1000050531
2026-09-05 13:36:06,Sonda Delivery,Michelob,Cerveja ultra Michelob lata 350ml,1,350ml,"4,79","4,79",https://www.sondadelivery.com.br/delivery/produto/cerveja-ultra-michelob-lata-350ml/1000040890
2026-09-05 13:36:06,Sonda Delivery,Michelob,Cerveja superior light beer Michelob Ultra garrafa 330ml,1,330ml,"6,49","6,49",https://www.sondadelivery.com.br/delivery/produto/cerveja-superior-light-beer-michelob-ultra-garrafa-330ml/1000041102
2026-09-05 13:36:06,Sonda Delivery,Stella Artois,Cerveja Stella Artois lata 269ml,1,269ml,"3,49","3,49",https://www.sondadelivery.com.br/delivery/produto/cerveja-stella-artois-lata-269ml/1000029439
2026-09-05 13:36:06,Sonda Delivery,Stella Artois,Cerveja Stella Artois long neck 330ml,1,330ml,"6,89","6,89",https://www.sondadelivery.com.br/delivery/produto/cerveja-stella-artois-long-neck-330ml/1000032348
2026-09-05 13:36:06,Sonda Delivery,Stella Artois,Cerveja pure gold Stella Artois long neck 330ml,1,330ml,"7,59","7,59",https://www.sondadelivery.com.br/delivery/produto/cerveja-pure-gold-stella-artois-long-neck-330ml/1000047453
2026-09-05 13:36:06,Sonda Delivery,Stella Artois,Cerveja pure gold Stella Artois lata 350ml,1,350ml,"5,99","5,99",https://www.sondadelivery.com.br/delivery/produto/cerveja-pure-gold-stella-artois-lata-350ml/1000048737
2026-09-05 13:36:06,Sonda Delivery,Stella Artois,Cerveja Stella Artois lata 350ml,1,350ml,"5,69","5,69",https://www.sondadelivery.com.br/delivery/produto/cerveja-stella-artois-lata-350ml/1000032690
2026-09-05 13:36:06,Sonda Delivery,Stella Artois,Cerveja pure gold Stella Artois lata 269ml,1,269ml,"5,16","5,16",https://www.sondadelivery.com.br/delivery/produto/cerveja-pure-gold-stella-artois-lata-269ml/1000049712
2026-09-05 13:36:06,Sam's Club,Stella Artois,Cerveja Puro Malte Pure Gold sem Glúten Stella Artois Lata 8x269ml,1,269ml,"35,48","35,48",https://www.samsclub.com.br/produto/cerveja-puro-malte-pure-gold-sem-gluten-stella-artois-lata-8x269ml-139868
2026-09-05 13:36:06,Sam's Club,Stella Artois,Cerveja Puro Malte Pure Gold Stella Artois Lata 8x350ml,1,350ml,"49,98","49,98",https://www.samsclub.com.br/produto/cerveja-puro-malte-pure-gold-stella-artois-lata-8x350ml-139907
2026-09-05 13:36:06,Sam's Club,Heineken,Cerveja Heineken Long Neck 6x250ml,1,250ml,"33,48","33,48",https://www.samsclub.com.br/produto/cerveja-heineken-long-neck-6x250ml-145582
2026-09-05 13:36:06,Sam's Club,Michelob,Pack Cerveja Ultra Sleek Michelob 8 Unidades de 350ml,8,350ml,"41,48","5,18",https://www.samsclub.com.br/produto/pack-cerveja-ultra-sleek-michelob-8-unidades-de-350ml-111072
2026-09-05 13:36:06,Sam's Club,Spaten,Cerveja Spaten Puro Malte 6 garrafas de 330ml,1,330ml,"29,98","29,98",https://www.samsclub.com.br/produto/cerveja-spaten-puro-malte-6-garrafas-de-330ml-141672
2026-09-05 13:36:06,Sam's Club,Heineken,Cerveja Lager Premium Puro Malte Zero Álcool Heineken Pack com 6 Unidades 330ml Cada,6,330ml,"39,98","6,66",https://www.samsclub.com.br/produto/cerveja-lager-premium-puro-malte-zero-alcool-heineken-pack-com-6-unidades-330ml-cada-82693
2026-09-05 13:36:06,Sam's Club,Heineken,Cerveja Heineken Zero Álcool Sleek Pack 12 Latas 350ml Cada,12,350ml,"67,98","5,67",https://www.samsclub.com.br/produto/cerveja-heineken-zero-alcool-sleek-pack-12-latas-350ml-cada-125881
2026-09-05 13:36:06,Sam's Club,Heineken,Cerveja Lager Chopp Premium Heineken Barril 5l,1,,"109,98","109,98",https://www.samsclub.com.br/produto/cerveja-lager-chopp-premium-heineken-barril-5l-75207
2026-09-05 13:36:06,Sam's Club,Heineken,Cerveja Heineken Pack 8 Latas 269ml Cada,8,269ml,"30,32","3,79",https://www.samsclub.com.br/produto/cerveja-heineken-pack-8-latas-269ml-cada-112320
2026-09-05 13:36:06,Sam's Club,Stella Artois,Cerveja Stella Artois Gold Pack 6 Long Neck 330ml Cada,6,330ml,"43,68","7,28",https://www.samsclub.com.br/produto/cerveja-stella-artois-gold-pack-6-long-neck-330ml-cada-133998
2026-09-05 13:36:06,Sam's Club,Heineken,Cerveja Heineken Sleek Pack 12 Latas 350ml Cada,12,350ml,"68,48","5,71",https://www.samsclub.com.br/produto/cerveja-heineken-sleek-pack-12-latas-350ml-cada-125889
2026-09-05 13:36:06,Sam's Club,Heineken,Cerveja Lager Heineken Garrafa 600ml,1,600ml,"13,48","13,48",https://www.samsclub.com.br/produto/cerveja-lager-heineken-garrafa-600ml-75205
2026-09-05 13:36:06,Sam's Club,Spaten,Cerveja Spaten Munich Puro Malte Pack 8 Latas 269ml Cada,8,269ml,"23,98","3,00",https://www.samsclub.com.br/produto/cerveja-spaten-munich-puro-malte-pack-8-latas-269ml-cada-117349
2026-09-05 13:36:06,Sam's Club,Heineken,Cerveja Heineken Ultimate Long Neck 6x330ml,1,330ml,"43,74","43,74",https://www.samsclub.com.br/produto/cerveja-heineken-ultimate-long-neck-6x330ml-149383
2026-09-05 13:36:06,Sam's Club,Spaten,Cerveja Munich Helles Puro Malte Spaten Garrafa 600ml,1,600ml,"9,98","9,98",https://www.samsclub.com.br/produto/cerveja-munich-helles-puro-malte-spaten-garrafa-600ml-111591
