timestamp,site,marca_buscada,produto,quantidade,volume,preco_pack,preco_unitario,url
2026-08-22 11:10:34,Sonda Delivery,Heineken,Cerveja Lager Heineken 350ml,1,350ml,"6,81","6,81",https://www.sondadelivery.com.br/delivery/produto/cerveja-lager-heineken-350ml/1000007872
2026-08-22 11:10:34,Sonda Delivery,Spaten,Cerveja munich helles Spaten lata 269ml,1,269ml,"3,79","3,79",https://www.sondadelivery.com.br/delivery/produto/cerveja-munich-helles-spaten-lata-269ml/1000043131
2026-08-22 11:10:34,Sonda Delivery,Spaten,Cerveja puro malte Spaten long neck 330ml,1,330ml,"5,99","5,99",https://www.sondadelivery.com.br/delivery/produto/cerveja-puro-malte-spaten-long-neck-330ml/1000050531
2026-08-22 11:10:34,Sonda Delivery,Spaten,Cerveja munich puro malte Spaten lata 350ml,1,350ml,"3,99","3,99",https://www.sondadelivery.com.br/delivery/produto/cerveja-munich-puro-malte-spaten-lata-350ml/1000039001
2026-08-22 11:10:34,Sonda Delivery,Michelob,Cerveja ultra Michelob lata 350ml,1,350ml,"4,79","4,79",https://www.sondadelivery.com.br/delivery/produto/cerveja-ultra-michelob-lata-350ml/1000040890
2026-08-22 11:10:34,Sonda Delivery,Michelob,Cerveja superior light beer Michelob Ultra garrafa 330ml,1,330ml,"6,49","6,49",https://www.sondadelivery.com.br/delivery/produto/cerveja-superior-light-beer-michelob-ultra-garrafa-330ml/1000041102
2026-08-22 11:10:34,Sonda Delivery,Stella Artois,Cerveja Stella Artois long neck 330ml,1,330ml,"6,89","6,89",https://www.sondadelivery.com.br/delivery/produto/cerveja-stella-artois-long-neck-330ml/1000032348
2026-08-22 11:10:34,Sonda Delivery,Stella Artois,Cerveja pure gold Stella Artois long neck 330ml,1,330ml,"7,59","7,59",https://www.sondadelivery.com.br/delivery/produto/cerveja-pure-gold-stella-artois-long-neck-330ml/1000047453
2026-08-22 11:10:34,Sonda Delivery,Stella Artois,Cerveja Stella Artois lata 269ml,1,269ml,"4,39","4,39",https://www.sondadelivery.com.br/delivery/produto/cerveja-stella-artois-lata-269ml/1000029439
2026-08-22 11:10:34,Sonda Delivery,Stella Artois,Cerveja Stella Artois lata 350ml,1,350ml,"4,99","4,99",https://www.sondadelivery.com.br/delivery/produto/cerveja-stella-artois-lata-350ml/1000032690
2026-08-22 11:10:34,Sam's Club,Stella Artois,Cerveja Stella Artois Gold Pack 6 Long Neck 330ml Cada,6,330ml,"43,68","7,28",https://www.samsclub.com.br/produto/cerveja-stella-artois-gold-pack-6-long-neck-330ml-cada-133998
2026-08-22 11:10:34,Sam's Club,Heineken,Cerveja Heineken Sleek Pack 12 Latas 350ml Cada,12,350ml,"68,48","5,71",https://www.samsclub.com.br/produto/cerveja-heineken-sleek-pack-12-latas-350ml-cada-125889
2026-08-22 11:10:34,Sam's Club,Heineken,Cerveja Heineken Pack 8 Latas 269ml Cada,8,269ml,"36,98","4,62",https://www.samsclub.com.br/produto/cerveja-heineken-pack-8-latas-269ml-cada-112320
2026-08-22 11:10:34,Sam's Club,Heineken,Cerveja Lager Heineken Garrafa 600ml,1,600ml,"13,48","13,48",https://www.samsclub.com.br/produto/cerveja-lager-heineken-garrafa-600ml-75205
2026-08-22 11:10:34,Sam's Club,Spaten,Cerveja Spaten Munich Puro Malte Pack 8 Latas 269ml Cada,8,269ml,"23,98","3,00",https://www.samsclub.com.br/produto/cerveja-spaten-munich-puro-malte-pack-8-latas-269ml-cada-117349
